,open,high,low,close,complete,volume,time
0,1.5131,1.51698,1.50482,1.50956,True,113289.0,1513893600.000000000
1,1.51033,1.51158,1.50436,1.50442,True,51841.0,1514239200.000000000
2,1.50388,1.5074,1.50198,1.50447,True,101502.0,1514325600.000000000
3,1.50509,1.50656,1.5002,1.50056,True,135587.0,1514412000.000000000
4,1.50095,1.51093,1.49949,1.50964,True,109365.0,1514498400.000000000
5,1.50635,1.51414,1.50562,1.50872,True,119040.0,1514844000.000000000
6,1.50891,1.50947,1.5032,1.5061,True,110979.0,1514930400.000000000
7,1.5063,1.51392,1.50525,1.50693,True,122923.0,1515016800.000000000
8,1.50687,1.50852,1.48814,1.49334,True,135932.0,1515103200.000000000
9,1.49314,1.49379,1.48442,1.48644,True,109123.0,1515362400.000000000
10,1.48667,1.48832,1.48184,1.48782,True,122375.0,1515448800.000000000
11,1.48752,1.50458,1.48595,1.49911,True,181459.0,1515535200.000000000
12,1.49895,1.51304,1.49792,1.50629,True,182645.0,1515621600.000000000
13,1.50652,1.5232,1.50624,1.52041,True,202713.0,1515708000.000000000
14,1.5202,1.52781,1.51782,1.5243,True,191425.0,1515967200.000000000
15,1.52438,1.52679,1.51436,1.52466,True,172268.0,1516053600.000000000
16,1.52432,1.5322,1.51159,1.51552,True,233930.0,1516140000.000000000
17,1.51595,1.52836,1.51495,1.5196,True,184095.0,1516226400.000000000
18,1.51961,1.52916,1.51806,1.5269,True,181187.0,1516312800.000000000
19,1.531,1.53108,1.52377,1.52588,True,138124.0,1516572000.000000000
20,1.52628,1.53276,1.5256,1.52747,True,166429.0,1516658400.000000000
21,1.52762,1.5334,1.52016,1.53212,True,197838.0,1516744800.000000000
22,1.53183,1.54155,1.52674,1.53439,True,317973.0,1516831200.000000000
23,1.53452,1.53838,1.52919,1.53092,True,238951.0,1516917600.000000000
24,1.53035,1.53455,1.52208,1.52796,True,192768.0,1517176800.000000000
25,1.52791,1.53508,1.52646,1.53018,True,198981.0,1517263200.000000000
26,1.5298,1.53252,1.52529,1.52874,True,238215.0,1517349600.000000000
27,1.5285,1.53587,1.52606,1.5342,True,206511.0,1517436000.000000000
28,1.53513,1.54896,1.53334,1.54803,True,275466.0,1517522400.000000000
29,1.54687,1.5533,1.54508,1.55068,True,296986.0,1517781600.000000000
30,1.5506,1.55708,1.54258,1.5464,True,411328.0,1517868000.000000000
31,1.54609,1.5507,1.53953,1.54138,True,258473.0,1517954400.000000000
32,1.54069,1.54502,1.5375,1.54335,True,409659.0,1518040800.000000000
33,1.54349,1.55622,1.53952,1.54148,True,338918.0,1518127200.000000000
34,1.54207,1.54948,1.5405,1.54591,True,199198.0,1518386400.000000000
35,1.54611,1.56014,1.54584,1.55538,True,202384.0,1518472800.000000000
36,1.55528,1.56032,1.551,1.55525,True,263988.0,1518559200.000000000
37,1.55579,1.56446,1.55547,1.56072,True,348270.0,1518645600.000000000
38,1.56148,1.56491,1.55674,1.55817,True,206341.0,1518732000.000000000
39,1.55774,1.56006,1.55477,1.55852,True,181145.0,1518991200.000000000
40,1.55853,1.56044,1.55362,1.56034,True,227825.0,1519077600.000000000
41,1.5605,1.56289,1.55818,1.56036,True,275203.0,1519164000.000000000
42,1.56044,1.5688,1.55693,1.56664,True,332402.0,1519250400.000000000
43,1.56651,1.56756,1.55126,1.55335,True,211849.0,1519336800.000000000
44,1.55417,1.56319,1.55328,1.56256,True,196636.0,1519596000.000000000
45,1.56191,1.56585,1.55874,1.56284,True,261282.0,1519682400.000000000
46,1.56301,1.56672,1.55796,1.5649,True,223211.0,1519768800.000000000
47,1.56446,1.57472,1.56216,1.57469,True,298965.0,1519855200.000000000
48,1.57368,1.59181,1.57292,1.58734,True,242465.0,1519941600.000000000
49,1.58839,1.60309,1.58366,1.59915,True,246734.0,1520200800.000000000
50,1.59976,1.60484,1.59644,1.5972,True,266984.0,1520287200.000000000
51,1.59749,1.61226,1.59749,1.60248,True,314585.0,1520373600.000000000
52,1.60195,1.60674,1.58643,1.58772,True,372455.0,1520460000.000000000
53,1.5877,1.58897,1.5759,1.5765,True,258752.0,1520546400.000000000
