,open,high,low,close,complete,volume,time
0,1.69413,1.70138,1.69345,1.70008,True,127898.0,1514844000.000000000
1,1.70029,1.7032,1.69138,1.69431,True,124226.0,1514930400.000000000
2,1.69438,1.69817,1.69182,1.69212,True,123412.0,1515016800.000000000
3,1.69202,1.69673,1.67594,1.6844,True,142153.0,1515103200.000000000
4,1.68358,1.68711,1.67788,1.68528,True,115637.0,1515362400.000000000
5,1.68547,1.68794,1.67948,1.68774,True,124612.0,1515448800.000000000
6,1.68739,1.69967,1.67959,1.69479,True,178308.0,1515535200.000000000
7,1.69457,1.70023,1.69218,1.69494,True,165756.0,1515621600.000000000
8,1.69483,1.71803,1.69432,1.71078,True,193509.0,1515708000.000000000
9,1.71169,1.71646,1.70764,1.71427,True,180366.0,1515967200.000000000
10,1.71458,1.71617,1.70729,1.71495,True,159910.0,1516053600.000000000
11,1.7147,1.73008,1.70624,1.72028,True,224567.0,1516140000.000000000
12,1.72046,1.73381,1.71886,1.72514,True,186647.0,1516226400.000000000
13,1.72542,1.73416,1.72264,1.73053,True,172762.0,1516312800.000000000
14,1.73346,1.74268,1.7303,1.74074,True,145450.0,1516572000.000000000
15,1.7408,1.74776,1.73652,1.7388,True,173615.0,1516658400.000000000
16,1.73943,1.75974,1.73872,1.75826,True,211704.0,1516744800.000000000
17,1.75787,1.76431,1.7439,1.75007,True,309138.0,1516831200.000000000
18,1.75021,1.76,1.74272,1.74427,True,242166.0,1516917600.000000000
19,1.74024,1.74526,1.73038,1.7367,True,191889.0,1517176800.000000000
20,1.7366,1.74616,1.73034,1.74591,True,192733.0,1517263200.000000000
21,1.74506,1.74831,1.73498,1.74776,True,237919.0,1517349600.000000000
22,1.74759,1.75598,1.7444,1.74981,True,197141.0,1517436000.000000000
23,1.74992,1.7558,1.74781,1.7545,True,227604.0,1517522400.000000000
24,1.75384,1.75538,1.74514,1.7507,True,246734.0,1517781600.000000000
25,1.7502,1.75308,1.73586,1.74312,True,311819.0,1517868000.000000000
26,1.74263,1.74927,1.7367,1.74462,True,208759.0,1517954400.000000000
27,1.7435,1.76636,1.74263,1.75324,True,289526.0,1518040800.000000000
28,1.75345,1.7614,1.73692,1.74009,True,280960.0,1518127200.000000000
29,1.73908,1.74444,1.73828,1.74019,True,166694.0,1518386400.000000000
30,1.74055,1.7538,1.74054,1.74946,True,165821.0,1518472800.000000000
31,1.74887,1.7556,1.74114,1.74879,True,221977.0,1518559200.000000000
32,1.74912,1.76284,1.7485,1.75966,True,198462.0,1518645600.000000000
33,1.76039,1.76362,1.7533,1.76206,True,176536.0,1518732000.000000000
34,1.76043,1.76286,1.75694,1.75853,True,123966.0,1518991200.000000000
35,1.75873,1.77048,1.75488,1.77018,True,159090.0,1519077600.000000000
36,1.77032,1.77205,1.76048,1.76791,True,195371.0,1519164000.000000000
37,1.76778,1.77581,1.75853,1.773,True,175551.0,1519250400.000000000
38,1.77315,1.7783,1.76378,1.7648,True,157761.0,1519336800.000000000
39,1.7684,1.7805,1.76562,1.77178,True,151373.0,1519596000.000000000
40,1.7712,1.77732,1.7678,1.77689,True,183949.0,1519682400.000000000
41,1.77709,1.77715,1.76409,1.7658,True,185456.0,1519768800.000000000
42,1.76519,1.77032,1.76182,1.76849,True,227463.0,1519855200.000000000
43,1.76734,1.78012,1.76598,1.77818,True,192819.0,1519941600.000000000
44,1.77689,1.80074,1.77597,1.7953,True,197487.0,1520200800.000000000
45,1.79598,1.79918,1.78792,1.78808,True,201568.0,1520287200.000000000
46,1.78848,1.80495,1.78742,1.79503,True,224822.0,1520373600.000000000
47,1.79371,1.79651,1.7797,1.78095,True,209720.0,1520460000.000000000
48,1.78093,1.78451,1.774,1.77416,True,195981.0,1520546400.000000000
49,1.7749,1.78606,1.77422,1.7858,True,125112.0,1520802000.000000000
50,1.78593,1.81301,1.78314,1.81018,True,175989.0,1520888400.000000000
51,1.81024,1.81178,1.80362,1.80866,True,171347.0,1520974800.000000000
52,1.80858,1.82426,1.80366,1.81919,True,171431.0,1521061200.000000000
53,1.81851,1.8293,1.81776,1.82641,True,151117.0,1521147600.000000000
54,1.82464,1.84164,1.82442,1.8341,True,187080.0,1521406800.000000000
55,1.83418,1.83806,1.82743,1.82978,True,138008.0,1521493200.000000000
56,1.82986,1.83672,1.82028,1.82481,True,216357.0,1521579600.000000000
57,1.82443,1.82949,1.81732,1.82364,True,224276.0,1521666000.000000000
58,1.82379,1.82632,1.81406,1.82254,True,191140.0,1521752400.000000000
59,1.82261,1.83814,1.82014,1.82743,True,163551.0,1522011600.000000000
60,1.82785,1.82945,1.81346,1.825,True,182539.0,1522098000.000000000
61,1.82382,1.82932,1.8145,1.81892,True,197816.0,1522184400.000000000
62,1.81907,1.821,1.80608,1.8064,True,165069.0,1522270800.000000000
63,1.80612,1.81246,1.80601,1.80679,True,139488.0,1522357200.000000000
64,1.80917,1.818,1.80712,1.8136,True,116163.0,1522616400.000000000
65,1.81345,1.81542,1.79646,1.80037,True,168742.0,1522702800.000000000
66,1.80011,1.80754,1.79658,1.79786,True,178487.0,1522789200.000000000
67,1.79813,1.79916,1.78464,1.78553,True,160512.0,1522875600.000000000
68,1.78534,1.80195,1.78506,1.80121,True,175519.0,1522962000.000000000
69,1.79908,1.80948,1.79332,1.79425,True,158160.0,1523221200.000000000
70,1.79465,1.7997,1.78322,1.78604,True,166610.0,1523307600.000000000
71,1.78643,1.79332,1.78174,1.78346,True,158196.0,1523394000.000000000
72,1.78263,1.79498,1.7819,1.79108,True,170453.0,1523480400.000000000
73,1.79178,1.79826,1.78898,1.79553,True,138767.0,1523566800.000000000
74,1.79489,1.80513,1.79322,1.80164,True,131676.0,1523826000.000000000
75,1.80202,1.80572,1.79044,1.79362,True,140838.0,1523912400.000000000
76,1.79318,1.80015,1.78431,1.79364,True,164697.0,1523998800.000000000
77,1.79379,1.79687,1.78186,1.78462,True,182238.0,1524085200.000000000
78,1.78503,1.78904,1.77496,1.7875,True,175972.0,1524171600.000000000
79,1.78582,1.7928,1.78306,1.79105,True,146997.0,1524430800.000000000
80,1.79073,1.79421,1.78719,1.79382,True,146125.0,1524517200.000000000
81,1.79316,1.7978,1.78838,1.78975,True,139075.0,1524603600.000000000
82,1.7892,1.79843,1.78598,1.79127,True,167426.0,1524690000.000000000
83,1.79112,1.7941,1.76717,1.76829,True,157433.0,1524776400.000000000
84,1.76815,1.77098,1.76034,1.76801,True,153307.0,1525035600.000000000
85,1.76789,1.76825,1.74848,1.74925,True,155212.0,1525122000.000000000
86,1.74937,1.75476,1.74326,1.74844,True,223835.0,1525208400.000000000
87,1.74833,1.75072,1.74244,1.74395,True,222653.0,1525294800.000000000
88,1.74453,1.74742,1.73759,1.7382,True,172958.0,1525381200.000000000
89,1.73903,1.74874,1.73878,1.74626,True,137413.0,1525640400.000000000
90,1.74665,1.75678,1.7465,1.75462,True,202522.0,1525726800.000000000
91,1.75364,1.75636,1.73892,1.74126,True,184878.0,1525813200.000000000
92,1.74123,1.7424,1.72241,1.72576,True,249047.0,1525899600.000000000
93,1.72644,1.73516,1.7227,1.73235,True,172856.0,1525986000.000000000
94,1.7315,1.73745,1.7313,1.73677,True,133836.0,1526245200.000000000
95,1.73626,1.74058,1.73164,1.739,True,197365.0,1526331600.000000000
96,1.73853,1.73923,1.72374,1.72541,True,214508.0,1526418000.000000000
97,1.72561,1.73243,1.722,1.73109,True,198938.0,1526504400.000000000
98,1.73088,1.73946,1.72571,1.73567,True,173858.0,1526590800.000000000
99,1.73347,1.7368,1.71668,1.71692,True,174913.0,1526850000.000000000
100,1.71747,1.72264,1.71222,1.72176,True,193346.0,1526936400.000000000
101,1.722,1.72594,1.71224,1.7136,True,239424.0,1527022800.000000000
102,1.71251,1.73014,1.71251,1.72349,True,232142.0,1527109200.000000000
103,1.72331,1.73188,1.72027,1.72502,True,194555.0,1527195600.000000000
104,1.72591,1.73331,1.72529,1.72957,True,158322.0,1527454800.000000000
105,1.72959,1.73057,1.71791,1.72573,True,267596.0,1527541200.000000000
106,1.72426,1.7306,1.70549,1.70992,True,255568.0,1527627600.000000000
107,1.71043,1.7284,1.70698,1.72235,True,253802.0,1527714000.000000000
108,1.72299,1.73222,1.71682,1.7289,True,218655.0,1527800400.000000000
109,1.7289,1.73114,1.72016,1.72149,True,195986.0,1528059600.000000000
110,1.72158,1.74308,1.72016,1.73708,True,212977.0,1528146000.000000000
111,1.73618,1.73908,1.72594,1.73609,True,214490.0,1528232400.000000000
112,1.73598,1.7466,1.73292,1.74112,True,219781.0,1528318800.000000000
113,1.74154,1.74822,1.73254,1.73297,True,208311.0,1528405200.000000000
114,1.74419,1.74419,1.73338,1.7371,True,147852.0,1528664400.000000000
115,1.73682,1.74417,1.73339,1.7401,True,200754.0,1528750800.000000000
116,1.74055,1.74178,1.73272,1.73678,True,206417.0,1528837200.000000000
117,1.73614,1.74348,1.7308,1.73788,True,233532.0,1528923600.000000000
118,1.7374,1.75494,1.73685,1.75021,True,202660.0,1529010000.000000000
119,1.74938,1.75326,1.7424,1.74866,True,151331.0,1529269200.000000000
120,1.7488,1.75438,1.74304,1.75024,True,224877.0,1529355600.000000000
121,1.75017,1.75748,1.747,1.75304,True,193702.0,1529442000.000000000
122,1.75339,1.76563,1.7456,1.7634,True,251549.0,1529528400.000000000
123,1.76346,1.77752,1.75899,1.75985,True,192065.0,1529614800.000000000
124,1.75928,1.76906,1.75726,1.76578,True,199728.0,1529874000.000000000
125,1.76569,1.76734,1.75556,1.75926,True,202422.0,1529960400.000000000
126,1.75983,1.76181,1.74438,1.74951,True,223112.0,1530046800.000000000
127,1.74949,1.74992,1.73283,1.73304,True,248513.0,1530133200.000000000
128,1.73322,1.74426,1.73156,1.73477,True,241919.0,1530219600.000000000
129,1.73437,1.73726,1.72874,1.73306,True,202307.0,1530478800.000000000
130,1.73468,1.7384,1.73072,1.73363,True,187625.0,1530565200.000000000
131,1.73346,1.74077,1.73265,1.73879,True,166528.0,1530651600.000000000
132,1.73735,1.74431,1.7338,1.73613,True,219397.0,1530738000.000000000
133,1.73578,1.74283,1.73198,1.73774,True,172140.0,1530824400.000000000
134,1.74358,1.7479,1.7295,1.73802,True,203617.0,1531083600.000000000
135,1.73889,1.74588,1.73636,1.74075,True,176733.0,1531170000.000000000
136,1.74118,1.74504,1.73336,1.74429,True,235335.0,1531256400.000000000
137,1.74445,1.74568,1.737,1.73708,True,182785.0,1531342800.000000000
138,1.73744,1.74188,1.72948,1.74121,True,170792.0,1531429200.000000000
139,1.7412,1.74692,1.73583,1.73851,True,146038.0,1531688400.000000000
140,1.73905,1.74118,1.72636,1.72991,True,198939.0,1531774800.000000000
141,1.73044,1.7347,1.71962,1.72101,True,199079.0,1531861200.000000000
142,1.72124,1.72743,1.71689,1.72684,True,232188.0,1531947600.000000000
143,1.72743,1.72798,1.71682,1.72645,True,239826.0,1532034000.000000000
144,1.72376,1.72912,1.72257,1.72582,True,169054.0,1532293200.000000000
145,1.72547,1.73088,1.72375,1.72916,True,178172.0,1532379600.000000000
146,1.72911,1.73175,1.71764,1.72087,True,206105.0,1532466000.000000000
147,1.72084,1.72208,1.71278,1.71426,True,191317.0,1532552400.000000000
148,1.71377,1.71484,1.70789,1.71117,True,160689.0,1532638800.000000000
149,1.7118,1.71574,1.70782,1.71174,True,140683.0,1532898000.000000000
150,1.71203,1.71748,1.70466,1.70733,True,195948.0,1532984400.000000000
151,1.70744,1.71171,1.70258,1.7071,True,182718.0,1533070800.000000000
152,1.7062,1.71039,1.69268,1.69504,True,167410.0,1533157200.000000000
153,1.69503,1.69615,1.68724,1.689,True,186341.0,1533243600.000000000
154,1.69057,1.69262,1.68189,1.68312,True,122228.0,1533502800.000000000
155,1.68373,1.69164,1.67932,1.68895,True,138985.0,1533589200.000000000
156,1.68906,1.69197,1.67666,1.67763,True,164468.0,1533675600.000000000
157,1.67727,1.68242,1.67254,1.67354,True,151743.0,1533762000.000000000
158,1.67386,1.67882,1.66402,1.67711,True,248538.0,1533848400.000000000
159,1.67867,1.68068,1.67436,1.67676,True,210041.0,1534107600.000000000
160,1.67653,1.67904,1.66068,1.66092,True,184016.0,1534194000.000000000
161,1.66183,1.67246,1.65961,1.66856,True,193436.0,1534280400.000000000
162,1.66887,1.67499,1.66589,1.67266,True,197219.0,1534366800.000000000
163,1.67284,1.6753,1.66213,1.66523,True,168514.0,1534453200.000000000
164,1.665,1.67118,1.66329,1.66897,True,132833.0,1534712400.000000000
165,1.66944,1.68396,1.66824,1.68236,True,161304.0,1534798800.000000000
