,open,high,low,close,complete,volume,time
0,1.91193,1.9216,1.9021,1.90617,True,142534.0,1514930400.000000000
1,1.90554,1.91024,1.89212,1.89402,True,131499.0,1515016800.000000000
2,1.89384,1.89838,1.88901,1.89303,True,144372.0,1515103200.000000000
3,1.89377,1.89494,1.88472,1.89117,True,124269.0,1515362400.000000000
4,1.89078,1.89416,1.8801,1.89081,True,146504.0,1515448800.000000000
5,1.89051,1.89548,1.8718,1.87668,True,198791.0,1515535200.000000000
6,1.87638,1.87986,1.86302,1.8647,True,180938.0,1515621600.000000000
7,1.86442,1.89586,1.86175,1.89316,True,207967.0,1515708000.000000000
8,1.89675,1.89781,1.88489,1.88943,True,166869.0,1515967200.000000000
9,1.8896,1.8979,1.88897,1.89764,True,171770.0,1516053600.000000000
10,1.8975,1.90478,1.89332,1.90228,True,228979.0,1516140000.000000000
11,1.902,1.90869,1.89434,1.90302,True,197018.0,1516226400.000000000
12,1.90315,1.9089,1.90052,1.90367,True,190809.0,1516312800.000000000
13,1.90716,1.91252,1.90079,1.90877,True,157321.0,1516572000.000000000
14,1.90826,1.91143,1.90044,1.9038,True,195492.0,1516658400.000000000
15,1.90402,1.94314,1.90246,1.94102,True,238475.0,1516744800.000000000
16,1.94042,1.94618,1.9242,1.9307,True,364476.0,1516831200.000000000
17,1.93014,1.9412,1.92262,1.92483,True,290373.0,1516917600.000000000
18,1.92525,1.92966,1.91572,1.92213,True,230135.0,1517176800.000000000
19,1.92189,1.93167,1.91478,1.93066,True,241024.0,1517263200.000000000
20,1.93034,1.93097,1.90869,1.92717,True,286642.0,1517349600.000000000
21,1.92739,1.94046,1.92452,1.92896,True,243983.0,1517436000.000000000
22,1.92841,1.93766,1.92667,1.93394,True,254271.0,1517522400.000000000
23,1.93448,1.93864,1.91886,1.92168,True,268098.0,1517781600.000000000
24,1.92194,1.92327,1.89675,1.89994,True,354658.0,1517868000.000000000
25,1.90024,1.92487,1.89686,1.91853,True,227994.0,1517954400.000000000
26,1.91769,1.94548,1.91685,1.92723,True,329535.0,1518040800.000000000
27,1.92752,1.9383,1.90028,1.90675,True,302631.0,1518127200.000000000
28,1.90652,1.91458,1.9043,1.90478,True,176150.0,1518386400.000000000
